month,line,division,day_type,num_on_time_trips,num_sched_trips,terminal_on_time_performance
2019-08,JZ,B DIVISION,1,5115,6129,0.834557024
2019-08,JZ,B DIVISION,2,1789,2028,0.882149901
2019-08,L,B DIVISION,1,9956,10850,0.917603687
2019-08,L,B DIVISION,2,2484,2632,0.943768997
2019-08,M,B DIVISION,1,4409,6070,0.726359143
2019-08,M,B DIVISION,2,1733,2507,0.69126446
2019-08,N,B DIVISION,1,8036,9625,0.834909091
2019-08,N,B DIVISION,2,1636,2002,0.817182817
2019-08,Q,B DIVISION,1,6090,6930,0.878787879
2019-08,Q,B DIVISION,2,2105,2340,0.89957265
2019-08,R,B DIVISION,1,4700,6174,0.761256884
2019-08,R,B DIVISION,2,1611,1864,0.864270386
2019-08,S Fkln,B DIVISION,1,5175,5192,0.996725732
2019-08,S Fkln,B DIVISION,2,1869,1922,0.972424558
2019-08,S Rock,B DIVISION,1,3515,3696,0.951028139
2019-08,S Rock,B DIVISION,2,1257,1419,0.885835095
2019-08,Systemwide,Systemwide,1,151622,180489,0.840062275
2019-08,Systemwide,Systemwide,2,42100,49111,0.857241758
2019-09,1,A DIVISION,1,8458,9343,0.905276678
2019-09,1,A DIVISION,2,2755,2884,0.955270458
2019-09,2,A DIVISION,1,5146,6580,0.782066869
2019-09,2,A DIVISION,2,1473,2358,0.624681934
2019-09,3,A DIVISION,1,5070,5727,0.885280251
2019-09,3,A DIVISION,2,1510,2080,0.725961538
2019-09,4,A DIVISION,1,5711,7504,0.761060768
2019-09,4,A DIVISION,2,1900,3135,0.606060606
2019-09,5,A DIVISION,1,5144,6541,0.786424094
2019-09,5,A DIVISION,2,1793,2048,0.875488281
2019-09,6,A DIVISION,1,8834,11261,0.7844774
2019-09,6,A DIVISION,2,3004,3698,0.81233099
2019-09,7,A DIVISION,1,12592,13113,0.960268436
2019-09,7,A DIVISION,2,3776,3974,0.950176145
2019-09,S 42nd,A DIVISION,1,10280,10329,0.995256075
2019-09,S 42nd,A DIVISION,2,3356,3356,1
2019-09,A,B DIVISION,1,4953,7511,0.659432832
2019-09,A,B DIVISION,2,2589,3023,0.856434006
2019-09,B,B DIVISION,1,2746,3928,0.699083503
2019-09,C,B DIVISION,1,2999,4000,0.74975
2019-09,C,B DIVISION,2,1273,1544,0.824481865
2019-09,D,B DIVISION,1,3729,5480,0.680474453
2019-09,D,B DIVISION,2,1753,2092,0.837954111
2019-09,E,B DIVISION,1,6534,8213,0.795568002
2019-09,E,B DIVISION,2,1932,2086,0.926174497
2019-09,F,B DIVISION,1,5230,7829,0.668029122
2019-09,F,B DIVISION,2,1770,2077,0.85219066
2019-09,G,B DIVISION,1,4581,5799,0.789963787
2019-09,G,B DIVISION,2,2181,2556,0.853286385
2019-09,JZ,B DIVISION,1,4726,5580,0.846953405
2019-09,JZ,B DIVISION,2,1923,2216,0.867779783
2019-09,L,B DIVISION,1,9137,10066,0.90770912
2019-09,L,B DIVISION,2,2709,2876,0.941933241
2019-09,M,B DIVISION,1,4344,5594,0.7765463
2019-09,M,B DIVISION,2,2424,2742,0.884026258
2019-09,N,B DIVISION,1,7410,9233,0.802556049
2019-09,N,B DIVISION,2,1787,2107,0.848125297
2019-09,Q,B DIVISION,1,5470,6300,0.868253968
2019-09,Q,B DIVISION,2,2121,2484,0.853864734
2019-09,R,B DIVISION,1,4373,5647,0.774393483
2019-09,R,B DIVISION,2,1873,2160,0.86712963
2019-09,S Fkln,B DIVISION,1,4708,4720,0.997457627
2019-09,S Fkln,B DIVISION,2,2082,2092,0.995219885
2019-09,S Rock,B DIVISION,1,2832,2940,0.963265306
2019-09,S Rock,B DIVISION,2,963,1010,0.953465347
2019-09,Systemwide,Systemwide,1,135007,163238,0.8270562
2019-09,Systemwide,Systemwide,2,46947,54598,0.859866662
2019-10,1,A DIVISION,1,9140,10626,0.860154338
2019-10,1,A DIVISION,2,2159,2328,0.927405498
2019-10,2,A DIVISION,1,5981,7571,0.789988113
2019-10,2,A DIVISION,2,1096,1900,0.576842105
2019-10,3,A DIVISION,1,5899,6638,0.888671287
2019-10,3,A DIVISION,2,1355,1668,0.81235012
2019-10,4,A DIVISION,1,6583,8507,0.773833314
2019-10,4,A DIVISION,2,1497,2136,0.700842697
2019-10,5,A DIVISION,1,6088,7543,0.807105926
2019-10,5,A DIVISION,2,1661,1978,0.839737108
2019-10,6,A DIVISION,1,9878,12821,0.770454723
2019-10,6,A DIVISION,2,2392,2680,0.892537313
2019-10,7,A DIVISION,1,13228,15062,0.878236622
2019-10,7,A DIVISION,2,2431,2914,0.834248456
2019-10,S 42nd,A DIVISION,1,11616,11816,0.983073798
2019-10,S 42nd,A DIVISION,2,2859,2864,0.99825419
2019-10,A,B DIVISION,1,5693,8670,0.656632065
2019-10,A,B DIVISION,2,1965,2324,0.845524957
2019-10,B,B DIVISION,1,2973,4486,0.662728489
2019-10,C,B DIVISION,1,3449,4600,0.749782609
2019-10,C,B DIVISION,2,1135,1316,0.862462006
2019-10,D,B DIVISION,1,3950,6302,0.626785148
2019-10,D,B DIVISION,2,1214,1680,0.722619048
2019-10,E,B DIVISION,1,7398,9430,0.784517497
2019-10,E,B DIVISION,2,1553,1680,0.924404762
2019-10,F,B DIVISION,1,6097,8990,0.678197998
2019-10,F,B DIVISION,2,1443,1673,0.862522415
2019-10,G,B DIVISION,1,5285,6670,0.792353823
2019-10,G,B DIVISION,2,1780,2080,0.855769231
2019-10,JZ,B DIVISION,1,5284,6413,0.823951349
2019-10,JZ,B DIVISION,2,1497,1792,0.835379464
2019-10,L,B DIVISION,1,10568,11280,0.936879433
2019-10,L,B DIVISION,2,2249,2370,0.948945148
2019-10,M,B DIVISION,1,5217,6512,0.801136364
2019-10,M,B DIVISION,2,1844,2212,0.83363472
2019-10,N,B DIVISION,1,8622,11003,0.783604472
2019-10,N,B DIVISION,2,1278,1743,0.733218589
2019-10,Q,B DIVISION,1,6089,7324,0.831376297
2019-10,Q,B DIVISION,2,1608,2008,0.800796813
2019-10,R,B DIVISION,1,4988,6487,0.76892246
2019-10,R,B DIVISION,2,1516,1728,0.877314815
2019-10,S Fkln,B DIVISION,1,5412,5428,0.997052321
2019-10,S Fkln,B DIVISION,2,1694,1696,0.998820755
2019-10,S Rock,B DIVISION,1,3652,3744,0.97542735
2019-10,S Rock,B DIVISION,2,1149,1177,0.976210705
2019-10,Systemwide,Systemwide,1,153090,187923,0.814642167
2019-10,Systemwide,Systemwide,2,37375,43947,0.850456231
2019-11,1,A DIVISION,1,7736,9192,0.841601393
2019-11,1,A DIVISION,2,2600,2926,0.888585099
2019-11,2,A DIVISION,1,5524,6805,0.811756062
2019-11,2,A DIVISION,2,2140,3271,0.654234179
2019-11,3,A DIVISION,1,5243,5874,0.89257746
2019-11,3,A DIVISION,2,1101,1460,0.754109589
2019-11,4,A DIVISION,1,5669,7400,0.766081081
2019-11,4,A DIVISION,2,1896,2676,0.708520179
2019-11,5,A DIVISION,1,5215,6559,0.795090715
2019-11,5,A DIVISION,2,1874,2259,0.829570606
2019-11,6,A DIVISION,1,8596,11088,0.775252525
2019-11,6,A DIVISION,2,2459,2826,0.870134466
2019-11,7,A DIVISION,1,12081,13081,0.923553245
2019-11,7,A DIVISION,2,3563,3792,0.939609705
2019-11,S 42nd,A DIVISION,1,10353,10556,0.980769231
2019-11,S 42nd,A DIVISION,2,3674,3674,1
2019-11,A,B DIVISION,1,5001,7495,0.66724483
2019-11,A,B DIVISION,2,2301,2811,0.818569904
2019-11,B,B DIVISION,1,2426,3859,0.628660275
2019-11,C,B DIVISION,1,2948,3860,0.76373057
2019-11,C,B DIVISION,2,1189,1570,0.757324841
2019-11,D,B DIVISION,1,3990,5916,0.674442191
2019-11,D,B DIVISION,2,2234,2544,0.878144654
2019-11,E,B DIVISION,1,6425,8200,0.783536585
2019-11,E,B DIVISION,2,1851,2103,0.880171184
2019-11,F,B DIVISION,1,5593,7838,0.713574892
2019-11,F,B DIVISION,2,1666,2097,0.794468288
2019-11,G,B DIVISION,1,4443,5804,0.765506547
2019-11,G,B DIVISION,2,2052,2571,0.798133022
2019-11,JZ,B DIVISION,1,4597,5580,0.823835125
2019-11,JZ,B DIVISION,2,2050,2246,0.912733749
2019-11,L,B DIVISION,1,9482,9956,0.952390518
2019-11,L,B DIVISION,2,2615,2816,0.928622159
2019-11,M,B DIVISION,1,4555,5630,0.809058615
2019-11,M,B DIVISION,2,2393,2712,0.882374631
2019-11,N,B DIVISION,1,6886,9213,0.747422121
2019-11,N,B DIVISION,2,1531,2366,0.647083686
2019-11,Q,B DIVISION,1,5181,6346,0.816419792
2019-11,Q,B DIVISION,2,2388,2526,0.945368171
2019-11,R,B DIVISION,1,4263,5622,0.758271078
2019-11,R,B DIVISION,2,1509,2082,0.724783862
2019-11,S Fkln,B DIVISION,1,4676,4720,0.990677966
2019-11,S Fkln,B DIVISION,2,2091,2126,0.983537159
2019-11,S Rock,B DIVISION,1,3085,3240,0.952160494
2019-11,S Rock,B DIVISION,2,1497,1521,0.984220907
2019-11,Systemwide,Systemwide,1,133968,163834,0.817705727
2019-11,Systemwide,Systemwide,2,46674,54975,0.849004093
2019-12,1,A DIVISION,1,8224,9752,0.843314192
2019-12,1,A DIVISION,2,2673,2884,0.926837725
2019-12,2,A DIVISION,1,5268,6833,0.770964437
2019-12,2,A DIVISION,2,1813,2796,0.648426323
2019-12,3,A DIVISION,1,5435,6304,0.862151015
2019-12,3,A DIVISION,2,1056,1390,0.75971223
2019-12,4,A DIVISION,1,6137,7771,0.789731051
2019-12,4,A DIVISION,2,2046,2640,0.775
2019-12,5,A DIVISION,1,5555,6886,0.806709265
2019-12,5,A DIVISION,2,2224,2485,0.894969819
2019-12,6,A DIVISION,1,8998,11696,0.769322845
2019-12,6,A DIVISION,2,2485,2780,0.893884892
2019-12,7,A DIVISION,1,12163,13646,0.891323465
2019-12,7,A DIVISION,2,3522,3704,0.950863931
2019-12,S 42nd,A DIVISION,1,11079,11264,0.983575994
2019-12,S 42nd,A DIVISION,2,3558,3560,0.999438202
2019-12,A,B DIVISION,1,5223,7984,0.654183367
2019-12,A,B DIVISION,2,2995,3690,0.811653117
2019-12,B,B DIVISION,1,2575,4088,0.629892368
2019-12,C,B DIVISION,1,2968,4222,0.702984368
2019-12,C,B DIVISION,2,1213,1548,0.783591731
2019-12,D,B DIVISION,1,3629,5764,0.629597502
2019-12,D,B DIVISION,2,2019,2276,0.887082601
2019-12,E,B DIVISION,1,6677,8610,0.775493612
2019-12,E,B DIVISION,2,1905,2088,0.912356322
2019-12,F,B DIVISION,1,5516,8230,0.670230863
2019-12,F,B DIVISION,2,1726,2076,0.831406551
2019-12,G,B DIVISION,1,4431,6090,0.727586207
2019-12,G,B DIVISION,2,2041,2558,0.797888976
2019-12,JZ,B DIVISION,1,4570,5842,0.782266347
2019-12,JZ,B DIVISION,2,1918,2218,0.864743012
2019-12,L,B DIVISION,1,9822,10291,0.954426198
2019-12,L,B DIVISION,2,2719,2804,0.969686163
2019-12,M,B DIVISION,1,4811,6059,0.794025417
2019-12,M,B DIVISION,2,2441,2691,0.907097733
2019-12,N,B DIVISION,1,6791,9624,0.705631754
2019-12,N,B DIVISION,2,1607,2190,0.733789954
2019-12,Q,B DIVISION,1,5498,6621,0.830388159
2019-12,Q,B DIVISION,2,1798,2454,0.732681337
2019-12,R,B DIVISION,1,4253,5943,0.715631836
2019-12,R,B DIVISION,2,1847,2160,0.855092593
2019-12,S Fkln,B DIVISION,1,4944,4956,0.997578692
2019-12,S Fkln,B DIVISION,2,2072,2092,0.990439771
2019-12,S Rock,B DIVISION,1,3379,3528,0.95776644
2019-12,S Rock,B DIVISION,2,1497,1544,0.969559585
2019-12,Systemwide,Systemwide,1,137946,172004,0.801992977
2019-12,Systemwide,Systemwide,2,47175,54628,0.863568134
